Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília
Porto Alegre,100,3,1,1,3,acept,not furnished
São Paulo,50,1,2,0,-,not acept,not furnished
Campinas,60,2,1,1,3,acept,not furnished
Rio de Janeiro,40,1,1,0,2,acept,not furnished
São Paulo,312,3,6,3,-,acept,furnished
São Paulo,86,2,1,1,12,acept,not furnished
Rio de Janeiro,280,4,4,2,3,acept,not furnished
Belo Horizonte,260,4,4,6,10,acept,furnished
Porto Alegre,68,2,1,1,5,acept,not furnished
Rio de Janeiro,58,2,2,1,11,acept,not furnished
Campinas,68,2,1,0,-,acept,not furnished
São Paulo,60,2,2,1,14,not acept,furnished
Campinas,47,1,1,0,8,acept,not furnished
Campinas,87,3,2,1,4,acept,not furnished
São Paulo,51,1,1,0,32,not acept,not furnished
São Paulo,120,2,2,1,4,not acept,not furnished
Campinas,52,2,1,1,8,acept,furnished
Rio de Janeiro,56,2,1,1,4,acept,not furnished
Campinas,50,1,1,1,2,not acept,not furnished
São Paulo,1000,4,5,7,5,acept,not furnished
São Paulo,36,1,1,1,11,not acept,furnished
São Paulo,260,2,4,4,14,acept,not furnished
São Paulo,55,2,1,1,11,acept,furnished
São Paulo,150,2,3,1,-,acept,not furnished
São Paulo,146,3,3,3,11,not acept,not furnished
São Paulo,320,3,4,3,-,acept,not furnished
Rio de Janeiro,70,2,1,1,2,acept,not furnished
Campinas,69,3,2,2,11,acept,not furnished
Campinas,100,4,2,1,-,acept,not furnished
São Paulo,50,1,1,0,3,acept,not furnished
São Paulo,33,1,1,0,12,acept,not furnished
São Paulo,230,3,4,4,-,not acept,furnished
São Paulo,120,3,4,3,13,acept,not furnished
São Paulo,55,1,2,0,17,not acept,not furnished
São Paulo,20,1,1,0,3,acept,furnished
Campinas,55,1,1,1,8,not acept,not furnished
Porto Alegre,46,1,1,1,3,acept,not furnished
São Paulo,48,2,1,1,3,acept,not furnished
Rio de Janeiro,95,2,1,0,6,acept,not furnished
São Paulo,330,4,4,5,-,acept,furnished
São Paulo,50,2,1,1,15,acept,not furnished
Campinas,79,2,2,2,1,acept,not furnished
Campinas,60,2,1,1,-,not acept,not furnished
Campinas,35,1,1,1,-,not acept,furnished
São Paulo,550,4,5,6,21,acept,not furnished
São Paulo,380,4,4,3,1,acept,not furnished
São Paulo,85,2,1,0,4,acept,furnished
São Paulo,50,2,1,0,6,acept,not furnished
São Paulo,167,3,4,3,6,not acept,not furnished
Porto Alegre,60,2,1,1,4,acept,not furnished
São Paulo,147,3,4,2,2,acept,furnished
São Paulo,113,3,2,1,4,acept,not furnished
São Paulo,136,3,4,3,13,acept,not furnished
Belo Horizonte,25,1,1,1,1,not acept,not furnished
São Paulo,50,2,1,1,10,acept,not furnished
São Paulo,173,3,4,3,2,acept,not furnished
São Paulo,272,3,5,4,8,acept,not furnished
São Paulo,70,3,1,0,-,acept,not furnished
São Paulo,57,1,2,0,17,acept,not furnished
Belo Horizonte,350,5,5,2,5,acept,furnished
Rio de Janeiro,311,4,3,1,8,acept,furnished
São Paulo,71,2,2,2,14,not acept,not furnished
São Paulo,90,2,1,1,2,acept,not furnished
Belo Horizonte,500,3,1,2,-,acept,not furnished
São Paulo,250,3,3,2,7,not acept,furnished
São Paulo,369,4,4,5,12,acept,furnished
São Paulo,100,2,4,1,-,acept,not furnished
São Paulo,240,4,4,4,8,acept,furnished
Belo Horizonte,230,4,5,4,3,acept,not furnished
São Paulo,125,3,2,2,-,acept,furnished
Rio de Janeiro,70,2,1,1,15,not acept,not furnished
Rio de Janeiro,40,2,2,0,2,acept,not furnished
São Paulo,300,3,3,4,-,acept,not furnished
São Paulo,79,2,2,1,2,not acept,not furnished
São Paulo,46,1,1,1,7,acept,not furnished
Rio de Janeiro,40,2,1,0,4,acept,not furnished
Rio de Janeiro,50,1,1,0,5,acept,not furnished
Campinas,235,4,4,3,13,acept,not furnished
São Paulo,480,4,4,4,12,acept,furnished
São Paulo,123,3,2,2,7,not acept,not furnished
São Paulo,100,4,5,4,1,acept,not furnished
Belo Horizonte,400,6,5,5,-,acept,not furnished
Rio de Janeiro,75,2,1,0,10,not acept,not furnished
São Paulo,45,1,1,0,12,not acept,not furnished
Rio de Janeiro,50,2,1,1,11,acept,not furnished
Belo Horizonte,137,3,2,0,2,not acept,not furnished
Porto Alegre,45,1,1,1,6,acept,not furnished
São Paulo,60,2,1,1,7,acept,not furnished
São Paulo,68,2,1,0,2,acept,not furnished
São Paulo,66,2,2,1,1,not acept,not furnished
São Paulo,52,2,1,1,6,not acept,furnished
Belo Horizonte,460,5,8,5,-,not acept,not furnished
São Paulo,100,2,2,5,-,acept,not furnished
Rio de Janeiro,52,1,1,0,1,acept,not furnished
Campinas,42,1,1,0,5,not acept,not furnished
São Paulo,127,3,2,2,9,acept,not furnished
Porto Alegre,72,3,1,1,2,acept,furnished
São Paulo,82,3,2,2,6,acept,furnished
São Paulo,250,4,4,4,4,acept,not furnished
Porto Alegre,30,1,1,0,11,acept,not furnished
São Paulo,600,4,5,3,-,acept,not furnished
Porto Alegre,67,2,2,1,8,acept,not furnished
São Paulo,67,1,2,2,17,acept,not furnished
Porto Alegre,41,1,1,0,13,acept,not furnished
São Paulo,300,4,3,1,9,not acept,furnished
São Paulo,50,2,2,0,-,not acept,not furnished
São Paulo,75,3,2,1,8,not acept,not furnished
São Paulo,50,1,1,0,-,not acept,not furnished
Campinas,65,2,1,2,2,acept,not furnished
São Paulo,129,3,4,2,3,acept,not furnished
São Paulo,100,1,2,2,11,acept,not furnished
Porto Alegre,116,4,3,1,3,acept,furnished
São Paulo,300,3,3,4,-,acept,not furnished
Porto Alegre,45,1,1,1,9,not acept,furnished
São Paulo,43,1,1,0,11,acept,not furnished
São Paulo,25,1,1,0,7,acept,not furnished
Rio de Janeiro,410,4,5,2,-,acept,furnished
São Paulo,126,4,2,2,4,acept,not furnished
São Paulo,350,5,4,3,16,acept,not furnished
São Paulo,25,1,1,0,-,not acept,furnished
São Paulo,48,2,1,1,15,not acept,not furnished
São Paulo,300,3,2,2,-,acept,furnished
Rio de Janeiro,80,2,1,0,6,acept,not furnished
Rio de Janeiro,163,3,3,0,2,acept,not furnished
São Paulo,93,3,1,2,8,acept,not furnished
Belo Horizonte,65,1,1,1,10,acept,not furnished
Rio de Janeiro,47,1,1,0,7,acept,furnished
São Paulo,260,4,6,5,-,acept,not furnished
Rio de Janeiro,80,3,1,0,2,acept,not furnished
Porto Alegre,37,1,1,0,6,acept,furnished
São Paulo,126,3,2,2,13,acept,not furnished
Belo Horizonte,220,4,4,3,-,not acept,not furnished
São Paulo,160,3,5,2,-,acept,not furnished
Campinas,100,3,2,1,1,acept,not furnished
São Paulo,29,1,1,0,7,not acept,furnished
São Paulo,192,4,5,4,11,not acept,furnished
São Paulo,60,2,1,0,3,not acept,not furnished
Belo Horizonte,40,2,1,0,11,not acept,not furnished
São Paulo,339,4,5,4,13,acept,furnished
Porto Alegre,115,3,3,1,6,acept,not furnished
Rio de Janeiro,27,1,1,0,5,not acept,furnished
Porto Alegre,47,1,1,1,1,not acept,furnished
São Paulo,197,3,4,3,16,acept,furnished
São Paulo,44,1,1,1,3,acept,not furnished
São Paulo,226,4,5,6,14,acept,not furnished
São Paulo,100,2,1,1,10,not acept,furnished
Belo Horizonte,300,4,3,4,-,acept,not furnished
Porto Alegre,75,3,2,2,8,acept,not furnished
São Paulo,160,2,1,3,-,acept,not furnished
Campinas,53,1,1,0,6,acept,not furnished
Rio de Janeiro,80,3,2,0,10,not acept,furnished
Porto Alegre,43,1,1,1,12,not acept,furnished
São Paulo,330,4,5,5,22,not acept,not furnished
São Paulo,353,5,7,5,12,acept,not furnished
São Paulo,52,2,1,0,3,acept,not furnished
São Paulo,185,3,3,2,5,acept,not furnished
Rio de Janeiro,90,2,1,0,9,acept,not furnished
Campinas,48,1,1,0,13,acept,not furnished
Belo Horizonte,82,2,2,2,11,not acept,not furnished
São Paulo,90,3,2,1,2,acept,furnished
Porto Alegre,42,1,1,1,2,not acept,not furnished
Campinas,290,4,3,1,5,acept,not furnished
São Paulo,350,4,5,2,-,acept,not furnished
Campinas,110,3,3,2,-,acept,not furnished
Campinas,50,1,1,1,1,acept,not furnished
São Paulo,45,1,1,1,1,not acept,furnished
Belo Horizonte,70,3,2,1,3,acept,not furnished
São Paulo,50,2,1,1,12,acept,not furnished
São Paulo,45,1,1,1,8,not acept,not furnished
São Paulo,180,2,2,0,2,not acept,not furnished
Belo Horizonte,65,2,1,1,2,not acept,not furnished
São Paulo,50,1,1,1,3,not acept,furnished
São Paulo,250,3,3,2,3,acept,not furnished
São Paulo,90,2,1,0,1,acept,not furnished
São Paulo,39,2,1,0,1,acept,not furnished
São Paulo,180,3,2,1,2,acept,not furnished
Rio de Janeiro,72,2,2,1,5,acept,not furnished
Belo Horizonte,300,4,4,4,17,acept,furnished
São Paulo,45,1,1,1,12,not acept,not furnished
São Paulo,84,1,2,0,1,acept,furnished
São Paulo,228,3,4,3,12,not acept,furnished
Rio de Janeiro,126,3,2,1,11,acept,not furnished
São Paulo,260,3,3,3,8,acept,furnished
Campinas,230,3,3,3,6,acept,not furnished
São Paulo,160,4,2,2,-,acept,not furnished
Rio de Janeiro,90,2,2,1,1,acept,furnished
São Paulo,136,1,2,2,16,not acept,not furnished
Campinas,109,4,3,2,6,not acept,not furnished
Campinas,437,3,6,6,-,acept,furnished
São Paulo,400,4,4,3,-,acept,not furnished
Rio de Janeiro,90,3,3,1,3,acept,not furnished
Belo Horizonte,120,4,3,2,5,acept,not furnished
Porto Alegre,23,1,1,1,5,not acept,not furnished
Porto Alegre,45,2,1,0,1,acept,not furnished
São Paulo,51,1,1,1,3,acept,furnished
São Paulo,150,3,3,2,-,acept,not furnished
Rio de Janeiro,200,4,3,4,10,acept,not furnished
São Paulo,25,1,1,0,-,not acept,furnished
São Paulo,47,2,1,1,11,acept,not furnished
São Paulo,340,3,4,4,2,not acept,not furnished
Campinas,252,3,3,4,-,acept,not furnished
São Paulo,72,2,1,1,3,acept,not furnished
São Paulo,159,3,2,1,7,not acept,not furnished
São Paulo,270,3,4,3,-,acept,not furnished
Rio de Janeiro,80,2,2,1,12,acept,not furnished
São Paulo,700,6,6,6,-,acept,not furnished
São Paulo,96,2,2,2,4,acept,furnished
São Paulo,134,3,3,3,11,not acept,not furnished
Belo Horizonte,60,2,1,1,11,acept,not furnished
São Paulo,87,2,2,1,3,acept,furnished
São Paulo,45,1,1,0,-,not acept,not furnished
São Paulo,350,4,2,8,-,acept,not furnished
Porto Alegre,40,2,1,1,4,not acept,not furnished
Rio de Janeiro,110,2,3,1,1,not acept,not furnished
São Paulo,180,3,3,2,6,acept,not furnished
Campinas,800,4,7,4,-,acept,not furnished
São Paulo,61,2,2,1,13,acept,not furnished
Rio de Janeiro,60,2,1,0,6,acept,not furnished
Rio de Janeiro,25,1,1,0,4,acept,not furnished
São Paulo,84,3,1,1,17,acept,not furnished
São Paulo,84,3,3,2,7,acept,not furnished
São Paulo,220,3,5,4,10,acept,not furnished
São Paulo,300,5,5,3,-,acept,not furnished
São Paulo,269,4,4,5,21,acept,furnished
Rio de Janeiro,98,3,2,0,5,acept,not furnished
São Paulo,65,1,2,2,3,not acept,furnished
São Paulo,139,3,2,0,7,acept,not furnished
Porto Alegre,480,5,4,7,-,acept,not furnished
São Paulo,60,1,1,1,-,not acept,not furnished
São Paulo,50,2,1,1,6,acept,not furnished
Belo Horizonte,70,2,1,1,-,acept,furnished
Porto Alegre,80,3,2,0,7,acept,furnished
São Paulo,100,1,4,1,-,acept,not furnished
Campinas,194,3,2,3,-,acept,not furnished
São Paulo,250,5,5,4,3,acept,not furnished
Rio de Janeiro,120,3,2,1,2,acept,furnished
São Paulo,80,2,1,2,-,acept,not furnished
São Paulo,73,2,1,1,12,acept,not furnished
São Paulo,122,2,1,2,-,acept,not furnished
Belo Horizonte,24,1,1,0,1,not acept,not furnished
Campinas,37,1,1,0,4,not acept,furnished
São Paulo,60,1,2,0,-,not acept,not furnished
São Paulo,55,2,1,1,-,acept,not furnished
Rio de Janeiro,300,4,2,2,6,acept,not furnished
São Paulo,140,4,3,2,-,not acept,not furnished
São Paulo,500,4,4,8,12,acept,furnished
São Paulo,100,2,1,0,-,not acept,not furnished
São Paulo,60,1,1,0,-,not acept,not furnished
São Paulo,40,1,1,1,16,acept,furnished
São Paulo,70,2,1,1,16,not acept,not furnished
Belo Horizonte,60,3,1,1,4,acept,not furnished
Porto Alegre,350,3,3,3,-,acept,not furnished
São Paulo,258,4,5,3,4,acept,furnished
Belo Horizonte,220,4,4,0,13,not acept,not furnished
São Paulo,120,3,3,2,7,acept,not furnished
São Paulo,223,3,4,3,-,acept,not furnished
Porto Alegre,43,1,1,1,14,acept,not furnished
São Paulo,215,3,3,4,-,acept,not furnished
São Paulo,39,2,1,0,3,acept,not furnished
São Paulo,35,1,1,0,1,acept,not furnished
Belo Horizonte,15,1,1,0,3,not acept,furnished
São Paulo,600,4,3,3,1,acept,not furnished
São Paulo,600,4,4,4,-,acept,not furnished
São Paulo,52,2,1,1,7,acept,not furnished
Campinas,200,3,3,5,-,acept,not furnished
São Paulo,200,3,2,3,-,acept,not furnished
Porto Alegre,47,1,1,1,1,not acept,furnished
São Paulo,60,1,1,1,7,not acept,not furnished
São Paulo,57,2,2,1,8,acept,not furnished
São Paulo,57,2,2,1,22,not acept,furnished
São Paulo,76,3,2,0,4,acept,not furnished
Belo Horizonte,130,3,2,0,-,acept,not furnished
São Paulo,96,3,3,1,11,acept,not furnished
São Paulo,70,2,2,1,1,acept,not furnished
São Paulo,90,3,3,2,1,acept,not furnished
São Paulo,85,2,1,1,16,acept,not furnished
São Paulo,25,1,1,0,3,acept,not furnished
Rio de Janeiro,40,2,1,1,4,acept,not furnished
São Paulo,71,2,2,2,19,acept,not furnished
Belo Horizonte,120,3,2,2,3,not acept,not furnished
Rio de Janeiro,62,2,1,1,4,not acept,furnished
São Paulo,215,3,1,3,-,acept,not furnished
São Paulo,190,3,3,3,6,acept,furnished
Porto Alegre,190,4,3,1,-,acept,furnished
Rio de Janeiro,220,4,2,1,7,acept,furnished
Rio de Janeiro,373,3,2,2,5,acept,furnished
São Paulo,900,5,5,5,-,not acept,not furnished
Belo Horizonte,100,3,2,2,2,acept,not furnished
Rio de Janeiro,180,4,2,1,8,acept,not furnished
São Paulo,100,1,2,2,3,not acept,not furnished
São Paulo,58,2,2,2,10,acept,not furnished
São Paulo,110,3,3,3,7,acept,not furnished
São Paulo,100,2,3,2,27,acept,furnished
São Paulo,75,2,1,1,-,acept,not furnished
São Paulo,78,3,2,1,2,not acept,not furnished
São Paulo,152,3,3,1,5,not acept,furnished
Campinas,42,1,1,1,16,not acept,furnished
São Paulo,50,1,1,0,-,acept,not furnished
São Paulo,150,2,2,2,-,acept,not furnished
Rio de Janeiro,56,2,2,1,2,acept,not furnished
São Paulo,250,3,3,0,-,acept,not furnished
Campinas,197,3,4,4,8,acept,not furnished
São Paulo,348,4,4,1,15,acept,furnished
São Paulo,300,4,2,6,-,acept,not furnished
São Paulo,300,4,5,4,6,acept,not furnished
Campinas,60,3,1,1,5,not acept,not furnished
São Paulo,200,3,4,2,10,acept,not furnished
Campinas,900,3,6,8,-,acept,not furnished
São Paulo,50,2,1,1,-,not acept,not furnished
Belo Horizonte,63,2,1,1,4,not acept,not furnished
Porto Alegre,80,1,1,0,-,acept,not furnished
Porto Alegre,600,5,7,5,-,acept,not furnished
Belo Horizonte,456,4,2,0,-,acept,not furnished
São Paulo,44,1,1,0,4,acept,not furnished
São Paulo,35,1,1,1,17,acept,furnished
São Paulo,399,3,5,4,21,acept,not furnished
Rio de Janeiro,100,3,1,0,13,acept,not furnished
São Paulo,40,1,1,1,1,acept,not furnished
Campinas,100,2,1,3,-,acept,not furnished
Campinas,90,3,1,1,1,acept,not furnished
São Paulo,150,2,3,3,-,acept,not furnished
Campinas,55,1,1,1,9,acept,furnished
Porto Alegre,135,4,4,1,6,acept,furnished
Belo Horizonte,350,3,2,6,-,acept,not furnished
São Paulo,88,3,2,1,1,not acept,not furnished
Rio de Janeiro,75,2,2,1,9,acept,not furnished
São Paulo,128,3,3,0,3,acept,furnished
São Paulo,30,1,1,0,2,not acept,not furnished
Campinas,132,4,2,2,5,acept,not furnished
São Paulo,100,2,3,1,-,not acept,not furnished
São Paulo,50,2,3,0,-,not acept,not furnished
Porto Alegre,121,3,2,2,2,acept,not furnished
São Paulo,279,5,5,6,3,acept,furnished
Rio de Janeiro,37,1,1,0,10,not acept,furnished
São Paulo,240,3,3,2,-,acept,not furnished
São Paulo,164,3,3,1,1,not acept,not furnished
São Paulo,65,2,2,2,4,acept,not furnished
Belo Horizonte,127,2,2,0,14,acept,furnished
São Paulo,78,3,1,2,7,acept,not furnished
Belo Horizonte,65,2,1,1,5,acept,not furnished
Belo Horizonte,66,2,1,1,3,acept,not furnished
São Paulo,185,3,3,2,9,acept,not furnished
Belo Horizonte,420,4,4,5,-,acept,not furnished
São Paulo,70,2,1,0,-,acept,not furnished
São Paulo,37,1,1,0,10,acept,not furnished
Rio de Janeiro,30,1,1,0,3,acept,not furnished
São Paulo,300,2,3,2,-,acept,furnished
São Paulo,72,2,2,1,11,acept,not furnished
São Paulo,230,4,3,1,2,not acept,not furnished
Belo Horizonte,52,2,2,1,4,acept,not furnished
Campinas,26,1,1,0,2,acept,not furnished
São Paulo,113,2,1,1,5,acept,not furnished
Belo Horizonte,178,3,2,2,2,acept,not furnished
Rio de Janeiro,60,1,1,1,7,not acept,furnished
São Paulo,189,3,3,0,5,acept,not furnished
Campinas,250,4,4,0,-,acept,not furnished
São Paulo,120,3,2,2,14,acept,not furnished
São Paulo,237,4,3,4,4,not acept,not furnished
Rio de Janeiro,168,3,2,3,9,acept,not furnished
São Paulo,20,1,1,0,2,acept,furnished
Campinas,55,1,1,1,2,acept,not furnished
Rio de Janeiro,90,3,2,1,1,not acept,furnished
Campinas,190,2,2,0,8,not acept,not furnished
Porto Alegre,44,1,1,0,3,acept,not furnished
São Paulo,210,3,2,0,11,acept,furnished
Belo Horizonte,230,3,4,4,17,acept,furnished
São Paulo,300,3,3,4,12,acept,not furnished
Belo Horizonte,400,6,4,0,-,acept,not furnished
São Paulo,273,3,3,1,5,acept,not furnished
São Paulo,200,4,4,3,9,acept,furnished
São Paulo,121,3,3,2,-,acept,not furnished
Rio de Janeiro,40,1,1,0,5,acept,not furnished
São Paulo,55,1,1,0,3,not acept,furnished
São Paulo,120,1,1,2,7,acept,not furnished
Campinas,144,3,2,3,-,acept,not furnished
Campinas,60,2,1,1,2,acept,not furnished
São Paulo,60,1,1,2,9,not acept,not furnished
Rio de Janeiro,49,1,1,0,2,acept,not furnished
Porto Alegre,107,3,3,2,6,acept,not furnished
Campinas,202,3,2,4,-,acept,not furnished
São Paulo,60,1,1,1,11,not acept,furnished
São Paulo,156,3,4,2,7,acept,not furnished
Rio de Janeiro,100,3,1,0,1,acept,not furnished
São Paulo,70,2,2,0,14,not acept,not furnished
São Paulo,45,1,1,0,3,not acept,furnished
Rio de Janeiro,100,3,1,1,2,acept,not furnished
Campinas,52,1,1,1,3,acept,furnished
São Paulo,120,3,2,2,-,acept,not furnished
Porto Alegre,80,3,2,2,2,acept,not furnished
São Paulo,320,4,2,2,-,acept,furnished
São Paulo,90,2,2,1,3,acept,not furnished
Belo Horizonte,139,4,1,2,3,not acept,not furnished
São Paulo,400,3,3,4,-,acept,not furnished
São Paulo,320,3,5,8,-,not acept,not furnished
São Paulo,63,3,2,1,4,not acept,not furnished
Porto Alegre,40,1,1,1,9,not acept,furnished
Rio de Janeiro,135,3,2,2,4,not acept,not furnished
Rio de Janeiro,100,3,2,1,5,acept,not furnished
Belo Horizonte,274,4,5,5,10,not acept,not furnished
Rio de Janeiro,70,1,1,0,11,not acept,furnished
São Paulo,240,3,1,2,8,acept,not furnished
Campinas,97,1,1,0,12,acept,not furnished
Campinas,270,3,3,5,-,acept,not furnished
Rio de Janeiro,160,3,2,0,8,not acept,furnished
Belo Horizonte,20,1,1,1,-,acept,furnished
Campinas,55,1,1,0,1,acept,not furnished
Porto Alegre,45,1,1,1,3,acept,not furnished
Campinas,85,2,1,0,-,acept,not furnished
São Paulo,130,3,4,2,8,acept,furnished
São Paulo,95,3,2,0,-,acept,not furnished
São Paulo,70,3,2,1,9,acept,not furnished
São Paulo,65,2,2,2,7,acept,not furnished
Rio de Janeiro,150,3,2,0,5,acept,not furnished
Belo Horizonte,93,3,3,2,1,not acept,not furnished
São Paulo,30,1,1,0,-,not acept,not furnished
São Paulo,200,4,4,2,-,not acept,not furnished
São Paulo,350,4,5,4,2,acept,furnished
Porto Alegre,140,3,2,2,-,acept,not furnished
São Paulo,431,3,3,2,8,not acept,furnished
Campinas,50,1,1,1,16,acept,not furnished
São Paulo,70,3,1,1,1,acept,not furnished
São Paulo,260,2,5,5,-,acept,not furnished
Belo Horizonte,500,8,5,8,-,acept,not furnished
São Paulo,114,2,2,1,4,acept,not furnished
Belo Horizonte,90,3,2,1,9,acept,not furnished
Belo Horizonte,350,5,2,7,-,acept,furnished
São Paulo,190,4,4,2,4,acept,not furnished
São Paulo,90,3,3,2,-,acept,not furnished
São Paulo,340,5,6,5,7,not acept,furnished
São Paulo,160,3,4,4,-,not acept,not furnished
São Paulo,45,2,1,0,1,not acept,not furnished
Rio de Janeiro,60,2,1,0,2,acept,furnished
São Paulo,66,2,1,1,10,not acept,furnished
Porto Alegre,60,1,1,0,6,acept,furnished
Belo Horizonte,180,6,4,6,-,acept,not furnished
São Paulo,200,4,4,4,1,acept,not furnished
Belo Horizonte,160,3,2,2,-,acept,not furnished
Rio de Janeiro,55,1,1,0,9,acept,furnished
São Paulo,290,3,4,3,7,acept,furnished
Rio de Janeiro,33,1,1,0,6,not acept,furnished
São Paulo,100,3,2,1,-,acept,not furnished
São Paulo,340,4,3,0,-,acept,not furnished
São Paulo,70,1,2,1,16,acept,not furnished
São Paulo,80,1,1,4,-,acept,not furnished
Campinas,53,1,1,1,8,not acept,not furnished
Rio de Janeiro,70,2,2,1,11,acept,not furnished
Campinas,411,4,5,4,-,acept,not furnished
São Paulo,240,3,4,3,-,acept,not furnished
São Paulo,300,6,7,5,-,not acept,not furnished
Campinas,67,2,2,2,12,acept,not furnished
São Paulo,120,3,3,2,-,acept,not furnished
Rio de Janeiro,40,1,1,0,2,acept,not furnished
Belo Horizonte,169,3,2,4,-,acept,not furnished
São Paulo,200,4,4,3,7,not acept,not furnished
Belo Horizonte,360,1,1,8,-,acept,not furnished
Rio de Janeiro,400,4,4,2,-,acept,not furnished
Rio de Janeiro,60,2,1,0,10,acept,not furnished
São Paulo,250,3,3,3,-,acept,not furnished
Porto Alegre,47,1,1,1,1,not acept,furnished
São Paulo,48,2,1,0,2,acept,not furnished
Campinas,92,3,3,2,11,acept,not furnished
São Paulo,140,2,2,1,3,not acept,not furnished
Belo Horizonte,22,1,1,0,-,acept,not furnished
Porto Alegre,140,2,3,2,7,acept,furnished
Campinas,83,2,2,2,1,acept,furnished
São Paulo,380,3,5,4,-,acept,not furnished
Rio de Janeiro,200,4,2,1,8,not acept,furnished
Porto Alegre,18,1,1,0,3,not acept,furnished
Rio de Janeiro,290,4,4,0,-,acept,not furnished
São Paulo,115,3,2,2,8,acept,not furnished
Porto Alegre,100,3,2,2,2,acept,furnished
São Paulo,250,4,3,3,2,acept,not furnished
São Paulo,84,3,3,2,15,acept,furnished
