Cidade,Área,Quartos,Banheiros,Garagem,Andar,Animal,Mobília,Aluguel
São Paulo,40,1,1,1,19,not acept,furnished,4577
Belo Horizonte,55,2,1,1,2,not acept,furnished,1897
São Paulo,384,3,3,4,-,not acept,not furnished,12710
Porto Alegre,62,1,1,0,3,acept,not furnished,1077
Porto Alegre,70,2,1,0,-,acept,furnished,2120
Porto Alegre,54,2,1,1,8,acept,furnished,1365
São Paulo,33,1,1,0,15,not acept,not furnished,4601
São Paulo,240,4,5,5,9,acept,furnished,15000
Campinas,60,2,1,1,2,acept,not furnished,1327
Porto Alegre,540,6,8,3,-,acept,not furnished,15730
Belo Horizonte,130,3,3,1,2,acept,not furnished,4083
São Paulo,52,2,1,0,1,not acept,not furnished,1249
São Paulo,170,3,4,0,14,acept,furnished,7051
Belo Horizonte,155,4,5,3,15,acept,not furnished,8525
Porto Alegre,170,2,2,0,19,acept,furnished,3724
São Paulo,129,3,2,3,7,acept,not furnished,5445
Belo Horizonte,90,2,3,2,15,acept,not furnished,3378
São Paulo,132,3,2,2,8,acept,furnished,6101
São Paulo,51,2,1,1,9,not acept,not furnished,2787
Porto Alegre,38,1,1,1,9,acept,not furnished,3335
Campinas,54,1,1,1,5,acept,furnished,3258
Rio de Janeiro,63,2,2,0,2,acept,not furnished,2281
São Paulo,170,3,2,4,6,acept,not furnished,6328
São Paulo,45,2,2,0,-,not acept,not furnished,1739
São Paulo,316,4,6,4,18,acept,furnished,14830
São Paulo,68,2,2,1,8,not acept,not furnished,3156
Rio de Janeiro,40,1,1,0,2,acept,not furnished,1262
São Paulo,276,3,3,0,14,not acept,furnished,15260
Rio de Janeiro,60,2,1,1,3,not acept,not furnished,1864
Belo Horizonte,120,4,3,2,2,acept,not furnished,3294
São Paulo,300,3,3,2,-,acept,not furnished,11430
Porto Alegre,35,1,1,0,1,acept,not furnished,1150
São Paulo,64,3,1,1,2,acept,not furnished,1796
Porto Alegre,63,2,2,2,3,acept,furnished,2752
São Paulo,30,1,1,1,11,acept,furnished,3078
São Paulo,160,3,4,3,-,acept,furnished,9491
São Paulo,60,2,1,1,4,acept,furnished,2414
São Paulo,29,1,1,0,1,not acept,furnished,2091
Campinas,76,1,1,1,1,not acept,furnished,3631
Campinas,330,4,6,6,-,acept,furnished,9129
Rio de Janeiro,160,4,3,1,4,acept,furnished,8949
São Paulo,96,3,2,2,19,acept,not furnished,3060
São Paulo,60,2,1,1,9,acept,not furnished,1916
Campinas,61,1,1,0,8,acept,furnished,2346
São Paulo,120,4,4,1,-,acept,not furnished,4635
Belo Horizonte,165,3,2,4,2,acept,furnished,3281
São Paulo,142,3,4,3,2,acept,not furnished,6783
Porto Alegre,58,2,1,1,1,acept,not furnished,1695
Campinas,150,3,2,4,-,acept,furnished,3739
São Paulo,301,4,5,4,3,acept,furnished,18520
São Paulo,35,1,1,1,6,not acept,furnished,4142
São Paulo,240,3,3,2,-,acept,furnished,4050
Campinas,300,4,5,4,-,acept,not furnished,4423
Campinas,160,4,2,2,16,acept,not furnished,4491
São Paulo,162,2,2,3,6,acept,furnished,17300
Rio de Janeiro,190,4,4,0,4,acept,not furnished,6852
Rio de Janeiro,36,1,1,0,5,acept,not furnished,3075
Belo Horizonte,150,4,4,4,12,acept,not furnished,5668
São Paulo,50,2,1,1,1,acept,not furnished,2019
São Paulo,512,4,6,5,8,acept,furnished,14140
São Paulo,27,1,1,0,5,not acept,not furnished,4951
Belo Horizonte,400,4,6,4,15,acept,not furnished,8588
Porto Alegre,225,1,2,0,-,acept,not furnished,3781
São Paulo,30,1,1,0,2,not acept,not furnished,2087
Porto Alegre,140,3,4,3,2,acept,furnished,10870
São Paulo,12,1,1,0,-,not acept,not furnished,1013
Belo Horizonte,55,2,1,1,1,acept,not furnished,1129
São Paulo,115,3,2,1,9,acept,furnished,7686
São Paulo,65,3,1,1,11,acept,not furnished,2333
São Paulo,220,4,5,3,5,acept,not furnished,11900
São Paulo,205,3,3,4,-,acept,not furnished,7265
São Paulo,157,3,2,0,7,acept,not furnished,6185
São Paulo,215,3,3,2,1,not acept,furnished,19030
Rio de Janeiro,45,2,1,0,5,acept,not furnished,1125
Belo Horizonte,71,3,2,2,4,acept,not furnished,1792
Belo Horizonte,70,3,2,1,4,acept,not furnished,2105
São Paulo,75,3,2,2,11,acept,not furnished,3633
São Paulo,520,3,4,8,-,not acept,not furnished,11160
São Paulo,95,3,2,0,2,acept,not furnished,2386
São Paulo,49,1,1,1,5,acept,not furnished,2234
Porto Alegre,55,2,1,0,19,acept,not furnished,1802
São Paulo,38,1,1,0,6,acept,not furnished,1702
São Paulo,49,2,1,1,8,acept,not furnished,2385
São Paulo,31,1,1,1,14,acept,not furnished,3085
São Paulo,36,1,1,0,9,acept,not furnished,2603
Porto Alegre,40,1,1,0,5,acept,furnished,1208
Rio de Janeiro,110,3,1,1,1,acept,not furnished,4069
São Paulo,165,3,1,3,-,acept,not furnished,3836
São Paulo,140,3,3,2,3,acept,not furnished,8977
São Paulo,340,3,4,4,2,not acept,not furnished,22740
Campinas,348,3,3,3,-,acept,not furnished,6441
São Paulo,60,1,1,1,20,not acept,furnished,3913
São Paulo,70,1,1,0,3,acept,not furnished,2276
São Paulo,130,3,4,2,8,acept,furnished,6870
Rio de Janeiro,45,1,1,0,4,not acept,furnished,5088
São Paulo,230,4,4,3,5,not acept,not furnished,6030
São Paulo,204,4,6,4,8,acept,furnished,11730
São Paulo,380,5,7,4,-,acept,not furnished,8896
Porto Alegre,38,1,1,0,5,acept,not furnished,1170
Campinas,76,1,2,0,1,acept,not furnished,1109
Porto Alegre,40,1,1,0,2,acept,furnished,1455
São Paulo,62,1,1,1,-,not acept,not furnished,1329
São Paulo,350,4,3,3,1,not acept,furnished,19650
Porto Alegre,360,5,3,6,-,acept,furnished,5083
Porto Alegre,220,3,2,2,15,acept,not furnished,3395
São Paulo,110,4,4,1,-,acept,not furnished,7070
São Paulo,70,3,2,1,7,acept,not furnished,3703
São Paulo,52,2,1,1,7,acept,not furnished,1998
Campinas,55,1,1,1,3,not acept,not furnished,1404
São Paulo,50,1,1,1,13,acept,not furnished,2323
Belo Horizonte,150,5,3,0,-,acept,not furnished,3404
São Paulo,180,4,3,2,11,acept,furnished,11460
São Paulo,53,1,1,1,5,not acept,furnished,3765
Porto Alegre,60,2,1,1,-,acept,not furnished,1521
São Paulo,35,1,1,0,1,not acept,not furnished,1572
Campinas,54,1,1,1,5,acept,not furnished,1600
Rio de Janeiro,106,3,1,0,2,acept,not furnished,2486
São Paulo,46,1,1,0,3,acept,not furnished,1721
São Paulo,55,2,2,1,5,acept,not furnished,2254
Porto Alegre,163,3,4,2,3,acept,furnished,10250
São Paulo,103,3,2,1,7,acept,not furnished,5526
Rio de Janeiro,121,1,1,0,1,acept,not furnished,9188
São Paulo,280,3,3,2,-,acept,not furnished,8721
São Paulo,250,2,1,0,-,acept,not furnished,1532
Rio de Janeiro,38,1,1,1,3,acept,not furnished,1892
Rio de Janeiro,168,3,2,0,1,acept,not furnished,5165
Porto Alegre,69,3,2,1,5,acept,not furnished,2338
São Paulo,70,1,1,0,-,not acept,not furnished,1668
São Paulo,18,1,1,0,-,acept,not furnished,1742
Rio de Janeiro,70,3,1,1,7,acept,not furnished,1967
São Paulo,80,3,1,1,1,acept,not furnished,2393
São Paulo,48,2,1,1,4,acept,not furnished,1062
São Paulo,161,3,3,3,23,acept,furnished,17860
Rio de Janeiro,108,2,2,1,7,not acept,furnished,6208
Porto Alegre,90,2,2,1,2,acept,not furnished,2312
Rio de Janeiro,50,2,1,1,11,acept,not furnished,2502
Belo Horizonte,45,1,1,1,5,acept,not furnished,2335
Porto Alegre,83,3,2,1,11,acept,not furnished,3388
São Paulo,120,2,3,0,2,acept,not furnished,4441
Rio de Janeiro,105,2,1,1,8,acept,furnished,2562
São Paulo,290,3,2,2,-,not acept,furnished,9455
Rio de Janeiro,28,1,1,0,21,acept,not furnished,2790
São Paulo,48,1,1,1,8,not acept,not furnished,2423
Campinas,80,3,2,2,12,acept,not furnished,3342
São Paulo,400,3,3,2,-,not acept,not furnished,12180
São Paulo,57,1,1,1,5,acept,not furnished,5824
Campinas,92,2,3,2,5,not acept,not furnished,5789
São Paulo,38,1,1,0,8,not acept,not furnished,1741
Porto Alegre,64,2,1,0,4,not acept,furnished,1984
Belo Horizonte,450,7,5,3,-,not acept,not furnished,8302
São Paulo,54,2,1,1,-,acept,not furnished,1753
São Paulo,42,1,1,1,4,acept,not furnished,2828
São Paulo,100,3,3,2,1,acept,not furnished,4420
São Paulo,20,1,1,0,-,acept,furnished,2555
Rio de Janeiro,140,3,2,2,1,acept,not furnished,8153
Campinas,128,4,2,1,7,not acept,not furnished,4403
São Paulo,94,3,3,3,4,acept,furnished,6237
Belo Horizonte,62,3,2,1,4,not acept,not furnished,1408
São Paulo,50,1,1,1,17,not acept,furnished,5814
São Paulo,33,1,1,1,13,not acept,furnished,3882
São Paulo,120,4,2,2,-,acept,not furnished,3563
São Paulo,200,2,2,1,-,acept,not furnished,2427
Belo Horizonte,46,2,1,1,2,acept,not furnished,1224
São Paulo,192,3,4,4,10,not acept,furnished,10960
Belo Horizonte,70,3,1,1,4,acept,not furnished,1455
Porto Alegre,40,1,1,0,3,acept,furnished,1153
São Paulo,80,2,2,2,-,acept,not furnished,1953
Belo Horizonte,160,3,3,3,-,not acept,not furnished,4924
São Paulo,109,4,2,2,13,acept,not furnished,8058
São Paulo,154,4,3,3,4,acept,not furnished,6778
Porto Alegre,50,2,1,1,1,acept,not furnished,1562
Belo Horizonte,95,3,2,2,3,not acept,not furnished,3285
Belo Horizonte,325,4,3,0,-,acept,not furnished,9384
Campinas,44,1,1,0,7,acept,not furnished,919
São Paulo,35,1,1,1,7,acept,not furnished,2708
São Paulo,62,2,2,1,7,acept,furnished,4124
São Paulo,79,2,1,0,-,acept,not furnished,2294
São Paulo,270,3,2,4,-,acept,not furnished,7765
Porto Alegre,187,3,3,2,-,acept,furnished,2953
Porto Alegre,320,3,4,4,-,acept,not furnished,5272
São Paulo,175,3,3,3,8,acept,not furnished,5398
São Paulo,94,2,2,1,6,acept,not furnished,4637
São Paulo,79,3,2,2,3,acept,not furnished,3369
São Paulo,34,1,1,0,-,acept,not furnished,1116
São Paulo,120,3,2,2,14,acept,not furnished,7002
Rio de Janeiro,40,1,1,0,2,not acept,not furnished,2985
São Paulo,330,4,6,3,7,acept,not furnished,23120
São Paulo,35,1,1,1,1,not acept,furnished,4120
Campinas,67,3,1,1,1,not acept,not furnished,1293
Belo Horizonte,156,4,2,2,3,not acept,not furnished,3360
Porto Alegre,80,3,2,1,6,not acept,not furnished,3381
Porto Alegre,194,2,3,0,3,acept,not furnished,4392
São Paulo,50,1,1,1,11,acept,furnished,6479
Rio de Janeiro,157,3,3,2,10,acept,not furnished,5851
São Paulo,72,2,2,1,18,acept,not furnished,3007
Porto Alegre,33,1,1,0,1,acept,not furnished,1222
Campinas,75,2,2,1,3,acept,not furnished,3212
Campinas,50,1,1,1,3,acept,not furnished,1085
São Paulo,270,3,4,3,10,acept,not furnished,13600
São Paulo,80,2,1,1,2,not acept,not furnished,2499
São Paulo,77,2,1,1,5,acept,not furnished,3114
São Paulo,310,4,4,3,-,acept,not furnished,7781
São Paulo,320,4,5,0,11,acept,furnished,15740
Porto Alegre,373,4,4,4,-,acept,furnished,7371
São Paulo,170,6,5,1,-,acept,not furnished,3521
São Paulo,120,3,2,2,5,acept,not furnished,3802
Campinas,74,3,2,2,11,acept,furnished,2098
Belo Horizonte,1000,5,7,8,-,acept,not furnished,17130
Belo Horizonte,360,1,1,8,-,acept,not furnished,2393
São Paulo,225,4,6,4,4,acept,not furnished,8100
São Paulo,50,1,1,0,-,not acept,not furnished,914
Belo Horizonte,19,1,1,0,5,acept,not furnished,1820
Rio de Janeiro,38,1,1,1,3,acept,not furnished,1892
São Paulo,126,2,1,0,-,acept,not furnished,2040
Campinas,160,3,2,0,-,acept,not furnished,1742
Porto Alegre,60,2,1,1,3,acept,not furnished,1084
São Paulo,280,3,5,3,-,acept,not furnished,8121
São Paulo,60,2,2,1,10,acept,not furnished,4294
Rio de Janeiro,55,1,1,1,8,acept,not furnished,1524
Belo Horizonte,75,3,2,1,2,acept,not furnished,1966
São Paulo,174,4,5,4,13,acept,furnished,7223
São Paulo,54,2,1,1,12,not acept,not furnished,2827
São Paulo,35,1,1,1,11,acept,not furnished,3024
Belo Horizonte,400,4,3,3,-,not acept,not furnished,7728
São Paulo,100,2,2,4,-,acept,not furnished,2686
Rio de Janeiro,91,2,2,1,14,acept,furnished,15740
São Paulo,186,4,4,3,11,acept,not furnished,8155
São Paulo,265,3,3,2,-,acept,furnished,10010
São Paulo,48,2,1,1,6,not acept,furnished,6130
Porto Alegre,117,3,1,1,3,acept,not furnished,1931
Belo Horizonte,220,4,4,0,13,not acept,not furnished,11170
Rio de Janeiro,240,4,4,2,2,acept,furnished,17290
São Paulo,223,3,4,3,-,acept,not furnished,8605
Porto Alegre,60,1,1,2,1,acept,furnished,2030
São Paulo,90,2,1,1,2,acept,not furnished,4089
Belo Horizonte,40,1,1,1,2,not acept,furnished,983
São Paulo,330,2,4,3,-,acept,not furnished,8091
Porto Alegre,49,1,1,0,4,acept,not furnished,1268
São Paulo,54,1,1,1,13,not acept,furnished,6102
Belo Horizonte,300,5,3,4,-,acept,not furnished,7979
Campinas,90,2,1,0,-,not acept,not furnished,1831
Campinas,45,1,1,1,4,acept,not furnished,1628
São Paulo,60,2,2,1,8,acept,not furnished,2311
Campinas,999,5,7,8,-,acept,not furnished,14880
São Paulo,360,4,5,5,20,acept,not furnished,16690
Belo Horizonte,15,1,1,0,3,not acept,furnished,1115
São Paulo,297,4,4,6,-,acept,not furnished,3438
Porto Alegre,35,1,1,0,-,acept,furnished,1092
Rio de Janeiro,95,3,3,0,5,acept,not furnished,3066
São Paulo,200,3,4,3,1,acept,not furnished,13360
Campinas,94,3,1,1,6,acept,not furnished,2651
São Paulo,47,3,1,1,9,acept,not furnished,1738
Rio de Janeiro,84,3,2,1,6,acept,not furnished,2917
Rio de Janeiro,30,1,1,0,5,acept,not furnished,2503
São Paulo,130,3,4,2,11,not acept,not furnished,4309
São Paulo,70,2,1,1,-,acept,not furnished,1345
Rio de Janeiro,85,2,3,0,1,acept,not furnished,2132
Rio de Janeiro,60,2,1,0,-,acept,not furnished,1900
São Paulo,360,3,5,3,14,not acept,not furnished,15780
São Paulo,80,2,1,0,4,acept,not furnished,2052
Belo Horizonte,70,2,2,2,5,acept,not furnished,2978
São Paulo,76,2,1,1,12,not acept,furnished,5427
São Paulo,250,4,4,4,14,acept,not furnished,6246
São Paulo,197,3,4,3,16,acept,furnished,10150
Belo Horizonte,72,2,3,0,1,acept,furnished,3478
São Paulo,220,4,4,3,12,acept,not furnished,9657
Belo Horizonte,70,2,2,2,1,not acept,not furnished,1864
São Paulo,87,3,3,2,12,not acept,furnished,4222
São Paulo,200,3,3,2,7,acept,not furnished,7821
São Paulo,240,4,4,4,5,acept,not furnished,20570
Campinas,86,2,2,1,2,acept,not furnished,1753
Rio de Janeiro,75,2,1,0,3,acept,not furnished,3080
Belo Horizonte,135,4,3,2,2,not acept,not furnished,3659
São Paulo,195,4,2,3,15,acept,not furnished,4314
São Paulo,111,1,2,2,9,acept,not furnished,9968
São Paulo,100,2,2,2,-,acept,not furnished,5955
São Paulo,298,4,4,1,-,acept,not furnished,3046
São Paulo,300,2,1,2,-,acept,not furnished,3193
São Paulo,246,3,4,4,3,acept,furnished,16700
Campinas,250,3,3,2,1,acept,not furnished,4178
Porto Alegre,73,2,3,1,2,acept,not furnished,2465
São Paulo,81,3,2,1,12,acept,not furnished,2392
São Paulo,31,1,1,0,3,not acept,furnished,2296
Rio de Janeiro,130,3,1,1,2,acept,not furnished,4730
Porto Alegre,56,2,1,0,4,acept,not furnished,979
São Paulo,20,1,1,0,6,acept,furnished,2555
Belo Horizonte,55,1,1,0,-,not acept,not furnished,1058
Porto Alegre,80,3,2,2,4,acept,not furnished,2228
São Paulo,287,3,2,5,-,acept,not furnished,15230
São Paulo,500,4,7,6,5,not acept,not furnished,14460
Belo Horizonte,155,4,5,3,5,not acept,not furnished,6860
Campinas,73,3,2,2,6,not acept,not furnished,2536
São Paulo,45,2,1,0,1,not acept,not furnished,1306
Porto Alegre,125,3,2,2,3,acept,furnished,9105
São Paulo,77,3,1,2,10,acept,not furnished,4728
Campinas,550,3,7,8,-,acept,not furnished,8246
Campinas,92,3,2,3,6,acept,not furnished,2994
Porto Alegre,59,2,1,1,2,acept,not furnished,1358
Campinas,54,1,2,0,1,acept,not furnished,1021
Rio de Janeiro,25,1,1,0,1,acept,not furnished,760
Rio de Janeiro,55,1,2,1,2,acept,not furnished,1921
Rio de Janeiro,65,1,1,0,10,not acept,furnished,3219
Rio de Janeiro,102,3,2,0,12,not acept,not furnished,4420
São Paulo,50,1,1,0,-,not acept,not furnished,701
Campinas,45,1,1,1,3,acept,furnished,1857
Porto Alegre,110,3,3,0,1,acept,not furnished,3773
São Paulo,260,3,4,3,-,acept,not furnished,5440
São Paulo,72,2,2,2,6,not acept,not furnished,4149
São Paulo,42,1,1,0,2,acept,furnished,3298
São Paulo,100,3,4,4,-,acept,not furnished,3815
São Paulo,400,4,6,5,-,acept,not furnished,6364
São Paulo,143,3,3,2,20,acept,not furnished,10950
São Paulo,150,3,3,2,-,acept,not furnished,2331
Rio de Janeiro,101,3,3,2,4,acept,not furnished,7605
Rio de Janeiro,120,3,3,2,9,acept,not furnished,4289
São Paulo,20,1,1,0,3,not acept,furnished,948
São Paulo,70,2,1,1,11,not acept,furnished,2328
São Paulo,78,2,2,2,8,acept,furnished,7608
São Paulo,81,2,1,1,4,not acept,not furnished,5421
São Paulo,123,3,2,2,11,acept,not furnished,3827
Belo Horizonte,150,3,3,2,4,acept,not furnished,2326
São Paulo,33,1,1,0,1,not acept,not furnished,1414
Belo Horizonte,100,3,1,1,2,acept,not furnished,3240
Rio de Janeiro,154,3,3,1,5,acept,not furnished,6882
Campinas,156,4,5,3,3,not acept,not furnished,3097
Rio de Janeiro,120,3,2,1,2,acept,not furnished,3661
São Paulo,150,1,2,2,24,acept,not furnished,6970
Porto Alegre,58,2,2,2,8,acept,not furnished,3007
São Paulo,30,1,1,1,15,acept,not furnished,2141
Rio de Janeiro,90,2,3,1,3,not acept,furnished,4464
São Paulo,77,2,2,2,18,acept,not furnished,3789
São Paulo,66,2,1,0,7,acept,not furnished,2027
São Paulo,38,1,1,0,13,acept,not furnished,3517
São Paulo,40,1,1,0,-,acept,not furnished,897
São Paulo,242,3,4,3,1,acept,furnished,9439
São Paulo,86,3,3,2,9,not acept,not furnished,3282
São Paulo,223,4,4,7,-,acept,not furnished,6752
São Paulo,85,2,2,0,5,acept,not furnished,3433
São Paulo,70,1,2,1,-,acept,not furnished,1648
São Paulo,900,3,5,8,-,acept,not furnished,10370
São Paulo,336,4,4,6,-,acept,not furnished,8743
Porto Alegre,70,3,2,1,7,acept,not furnished,2975
São Paulo,67,3,2,1,16,acept,not furnished,2502
Rio de Janeiro,90,3,1,0,4,not acept,not furnished,3253
São Paulo,45,1,1,0,7,acept,not furnished,1557
Rio de Janeiro,50,1,1,1,2,acept,not furnished,1492
São Paulo,70,1,1,1,-,not acept,not furnished,1117
São Paulo,85,2,3,1,14,acept,not furnished,4145
São Paulo,53,1,1,1,3,acept,not furnished,5340
Porto Alegre,135,3,3,4,5,acept,not furnished,4259
São Paulo,50,1,1,0,-,not acept,not furnished,762
São Paulo,200,4,4,3,7,not acept,not furnished,10020
São Paulo,160,3,3,2,-,acept,not furnished,2545
Rio de Janeiro,200,3,3,0,5,acept,not furnished,3418
São Paulo,300,6,6,4,-,acept,not furnished,5355
São Paulo,55,2,1,1,4,acept,furnished,1650
Rio de Janeiro,140,2,2,1,5,not acept,not furnished,6101
São Paulo,51,2,1,1,12,acept,not furnished,2788
São Paulo,87,3,2,2,5,not acept,not furnished,5051
São Paulo,156,3,4,3,7,not acept,not furnished,6981
Campinas,45,1,1,1,4,not acept,not furnished,1418
Rio de Janeiro,260,4,1,2,5,acept,furnished,20160
São Paulo,58,2,2,1,14,acept,not furnished,2695
São Paulo,50,1,1,0,-,acept,not furnished,1219
Porto Alegre,30,1,1,0,4,acept,not furnished,986
São Paulo,76,3,2,2,3,acept,not furnished,2488
São Paulo,175,1,1,2,-,acept,not furnished,1792
São Paulo,32,1,1,1,15,acept,not furnished,2254
São Paulo,66,2,1,1,8,not acept,not furnished,2333
São Paulo,190,4,3,2,1,acept,not furnished,7367
Porto Alegre,70,1,1,0,3,not acept,not furnished,1059
Rio de Janeiro,170,4,5,0,10,acept,not furnished,9031
São Paulo,70,2,2,1,2,acept,not furnished,2691
Porto Alegre,200,3,3,4,2,acept,not furnished,4378
São Paulo,57,1,2,0,17,acept,not furnished,2088
São Paulo,114,2,2,2,15,acept,furnished,6262
São Paulo,240,3,2,2,17,not acept,not furnished,13270
Belo Horizonte,45,2,1,1,1,not acept,not furnished,1212
Porto Alegre,47,1,1,1,19,not acept,not furnished,3454
Campinas,140,3,3,2,8,acept,not furnished,3658
Belo Horizonte,75,2,1,1,4,acept,not furnished,1312
Rio de Janeiro,74,2,1,0,11,acept,not furnished,3268
Rio de Janeiro,28,1,1,0,8,acept,not furnished,1469
Campinas,200,3,2,3,-,acept,not furnished,2184
Belo Horizonte,60,3,1,1,4,acept,not furnished,1585
Rio de Janeiro,111,3,2,2,11,acept,furnished,4971
Belo Horizonte,55,2,1,1,1,acept,not furnished,1549
Rio de Janeiro,100,3,2,1,8,acept,furnished,5836
Rio de Janeiro,67,2,1,1,2,acept,not furnished,3576
Porto Alegre,66,3,2,1,11,acept,not furnished,1962
Porto Alegre,61,2,1,0,3,not acept,not furnished,1867
Campinas,40,1,1,1,6,acept,not furnished,1294
Rio de Janeiro,60,2,1,1,2,acept,not furnished,1821
Campinas,314,3,4,3,-,acept,not furnished,4410
Campinas,48,2,1,1,3,acept,not furnished,1389
Rio de Janeiro,80,2,2,1,10,acept,not furnished,3129
São Paulo,323,5,5,3,-,acept,not furnished,5455
Rio de Janeiro,85,2,2,1,12,acept,furnished,13380
São Paulo,400,4,5,3,-,not acept,not furnished,15190
São Paulo,125,3,3,3,1,acept,not furnished,8305
Campinas,250,4,4,0,-,acept,not furnished,5002
Rio de Janeiro,50,1,1,0,4,acept,not furnished,1314
São Paulo,35,1,1,1,14,not acept,not furnished,4001
São Paulo,200,3,4,1,10,acept,not furnished,3356
Campinas,46,2,1,1,5,acept,not furnished,1259
São Paulo,70,2,2,0,-,acept,not furnished,1909
São Paulo,250,5,4,5,6,acept,not furnished,5936
Belo Horizonte,90,3,2,2,2,acept,not furnished,4522
São Paulo,50,1,2,1,12,acept,not furnished,6828
Belo Horizonte,80,3,1,1,12,acept,not furnished,1941
Campinas,50,1,1,0,2,acept,not furnished,1559
Belo Horizonte,159,3,3,3,7,acept,furnished,9345
São Paulo,147,2,3,4,19,acept,not furnished,4191
São Paulo,111,3,3,2,-,acept,not furnished,4418
São Paulo,63,2,2,1,7,not acept,not furnished,2782
Rio de Janeiro,18,1,1,0,1,not acept,not furnished,912
São Paulo,76,2,2,2,4,not acept,not furnished,3664
Campinas,37,1,1,0,4,not acept,furnished,1134
Belo Horizonte,70,3,2,2,10,not acept,not furnished,2021
Porto Alegre,47,1,1,1,1,not acept,furnished,2633
Porto Alegre,47,1,1,0,3,acept,not furnished,1202
São Paulo,30,1,1,1,7,not acept,not furnished,3837
São Paulo,470,5,4,6,-,acept,not furnished,7976
